name,year,path,geometry,bounds
MO_HowardCo_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_HowardCo_2011/ept.json,"POLYGON ((-92.95246435519303 38.95850841170687, -92.95246435519303 39.35302312111585, -92.44369451087908 39.35302312111585, -92.44369451087908 38.95850841170687, -92.95246435519303 38.95850841170687))","[-10347421, 4715730, -27294, -10290785, 4772366, 29342]"
MO_JasperCo_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_JasperCo_2010/ept.json,"POLYGON ((-94.63323920123916 36.96779660959292, -94.63323920123916 37.43902381057663, -94.04160875511806 37.43902381057663, -94.04160875511806 36.96779660959292, -94.63323920123916 36.96779660959292))","[-10534524, 4434619, -31924, -10468664, 4500479, 33936]"
MO_JeffersonGenevieve_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_JeffersonGenevieve_2010/ept.json,"POLYGON ((-90.767554971699 37.84268319975785, -90.767554971699 38.50182899960942, -89.9291034181132 38.50182899960942, -89.9291034181132 37.84268319975785, -90.767554971699 37.84268319975785))","[-10104198, 4557226, -46211, -10010862, 4650562, 47125]"
MO_LincolnCo_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_LincolnCo_2011/ept.json,"POLYGON ((-91.25048028528882 38.82265383951314, -91.25048028528882 39.27892288988757, -90.66294615686328 39.27892288988757, -90.66294615686328 38.82265383951314, -91.25048028528882 38.82265383951314))","[-10157957, 4696300, -32310, -10092553, 4761704, 33094]"
MO_LivingstonCo_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_LivingstonCo_2011/ept.json,"POLYGON ((-93.87662417003666 39.58330650528519, -93.87662417003666 39.98252372673867, -93.35712844123034 39.98252372673867, -93.35712844123034 39.58330650528519, -93.87662417003666 39.58330650528519))","[-10450298, 4805573, -27451, -10392468, 4863403, 30379]"
MO_LivingstonCounty_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_LivingstonCounty_2011/ept.json,"POLYGON ((-93.76198117347732 39.59627264465525, -93.76198117347732 39.98193864753723, -93.26007445793408 39.98193864753723, -93.26007445793408 39.59627264465525, -93.76198117347732 39.59627264465525))","[-10437536, 4807446, -26843, -10381664, 4863318, 29029]"
MO_MaconCo_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_MaconCo_2011/ept.json,"POLYGON ((-92.81544432490627 39.61532631876408, -92.81544432490627 40.02276514493589, -92.28497118332801 40.02276514493589, -92.28497118332801 39.61532631876408, -92.81544432490627 39.61532631876408))","[-10332168, 4810199, -29075, -10273116, 4869251, 29977]"
MO_MonroeAudrainMontgomeryCos_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_MonroeAudrainMontgomeryCos_2011/ept.json,"POLYGON ((-92.28334523266375 38.64903633935433, -92.28334523266375 39.660223237513, -90.97929686731881 39.660223237513, -90.97929686731881 38.64903633935433, -92.28334523266375 38.64903633935433))","[-10272935, 4671523, -72149, -10127769, 4816689, 73017]"
MO_Platte_County_2008,2008,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Platte_County_2008/ept.json,"POLYGON ((-95.10310301059788 39.14966130783426, -95.10310301059788 39.53878227680828, -94.59993865365686 39.53878227680828, -94.59993865365686 39.14966130783426, -95.10310301059788 39.14966130783426))","[-10586829, 4743132, -26999, -10530817, 4799144, 29013]"
MO_PutnamCo_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_PutnamCo_2011/ept.json,"POLYGON ((-93.37537322465082 40.1972524029195, -93.37537322465082 40.73823690606785, -92.66426684574181 40.73823690606785, -92.66426684574181 40.1972524029195, -93.37537322465082 40.1972524029195))","[-10394499, 4894648, -39102, -10315339, 4973808, 40058]"
MO_RandolphCo_2012,2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_RandolphCo_2012/ept.json,"POLYGON ((-92.75636212866974 39.20553078160345, -92.75636212866974 39.6610392753548, -92.16660017833959 39.6610392753548, -92.16660017833959 39.20553078160345, -92.75636212866974 39.20553078160345))","[-10325591, 4751155, -31761, -10259939, 4816807, 33891]"
MO_RayCo_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_RayCo_2011/ept.json,"POLYGON ((-94.25256013328784 39.12174825515457, -94.25256013328784 39.28009108788224, -94.04822933876203 39.28009108788224, -94.04822933876203 39.12174825515457, -94.25256013328784 39.12174825515457))","[-10492147, 4739126, -11026, -10469401, 4761872, 11720]"
MO_Rolla_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Rolla_2011/ept.json,"POLYGON ((-91.79795853519545 37.91213599048764, -91.79795853519545 37.97495926125859, -91.71829593579974 37.97495926125859, -91.71829593579974 37.91213599048764, -91.79795853519545 37.91213599048764))","[-10218902, 4567021, -3908, -10210034, 4575889, 4960]"
MO_StFrancoisCo_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_StFrancoisCo_2011/ept.json,"POLYGON ((-90.87269379255235 37.63692713317889, -90.87269379255235 38.12685710801235, -90.25195793122576 38.12685710801235, -90.25195793122576 37.63692713317889, -90.87269379255235 37.63692713317889))","[-10115902, 4528262, -34132, -10046802, 4597362, 34968]"
MO_StFrancois_2012,2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_StFrancois_2012/ept.json,"POLYGON ((-90.71425792589218 37.48929195585334, -90.71425792589218 37.96794850139619, -90.10906291898087 37.96794850139619, -90.10906291898087 37.48929195585334, -90.71425792589218 37.48929195585334))","[-10098265, 4507529, -33201, -10030895, 4574899, 34169]"
MO_StLouis_2012,2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_StLouis_2012/ept.json,"POLYGON ((-90.7506756275104 38.38583034385097, -90.7506756275104 38.89156451087933, -90.10320590332842 38.89156451087933, -90.10320590332842 38.38583034385097, -90.7506756275104 38.38583034385097))","[-10102319, 4634075, -35735, -10030243, 4706151, 36341]"
MO_Steelville_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Steelville_2011/ept.json,"POLYGON ((-91.38423943109422 37.95567451910105, -91.38423943109422 37.99943501679954, -91.32872354653563 37.99943501679954, -91.32872354653563 37.95567451910105, -91.38423943109422 37.95567451910105))","[-10172847, 4573166, -2762, -10166667, 4579346, 3418]"
MO_SullivanCo_2012,2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_SullivanCo_2012/ept.json,"POLYGON ((-93.45932078795178 40.06239845255909, -93.45932078795178 40.38773576715074, -93.03321391608253 40.38773576715074, -93.03321391608253 40.06239845255909, -93.45932078795178 40.06239845255909))","[-10403844, 4875014, -23215, -10356410, 4922448, 24219]"
MO_UpperGrand_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_UpperGrand_2011/ept.json,"POLYGON ((-94.79801717380522 39.51814143468264, -94.79801717380522 40.58692635377013, -93.40169386247551 40.58692635377013, -93.40169386247551 39.51814143468264, -94.79801717380522 39.51814143468264))","[-10552867, 4796165, -76345, -10397429, 4951603, 79093]"
MO_Washinton-IronCo_2011,2011,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_Washinton-IronCo_2011/ept.json,"POLYGON ((-91.31285929861806 37.58756995654259, -91.31285929861806 38.25172924259654, -90.47094024803557 38.25172924259654, -90.47094024803557 37.58756995654259, -91.31285929861806 37.58756995654259))","[-10164901, 4521326, -46371, -10071179, 4615048, 47351]"
MO_WestCentral_1_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_1_2018/ept.json,"POLYGON ((-94.62440876199628 38.32024503968695, -94.62440876199628 39.83019310590097, -92.67926871098659 39.83019310590097, -92.67926871098659 38.32024503968695, -94.62440876199628 38.32024503968695))","[-10533541, 4624765, -107967, -10317009, 4841297, 108565]"
MO_WestCentral_2_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_2_2018/ept.json,"POLYGON ((-90.98908850391572 38.40441025827031, -90.98908850391572 39.09926205281622, -90.09808550620893 39.09926205281622, -90.09808550620893 38.40441025827031, -90.98908850391572 38.40441025827031))","[-10128859, 4636714, -49251, -10029673, 4735900, 49935]"
MO_WestCentral_3_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_3_2018/ept.json,"POLYGON ((-91.12392562806205 35.98973488526487, -91.12392562806205 37.91108706350546, -88.71945900597638 37.91108706350546, -88.71945900597638 35.98973488526487, -91.12392562806205 35.98973488526487))","[-10143869, 4299209, -133351, -9876205, 4566873, 134313]"
MO_WestCentral_4_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MO_WestCentral_4_2018/ept.json,"POLYGON ((-91.65854898625294 38.49993787514727, -91.65854898625294 39.27621788046957, -90.66122139151777 39.27621788046957, -90.66122139151777 38.49993787514727, -91.65854898625294 38.49993787514727))","[-10203383, 4650293, -55313, -10092361, 4761315, 55709]"
MS_CampShelby_2006,2006,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_CampShelby_2006/ept.json,"POLYGON ((-89.65459623359196 30.59690119954431, -89.65459623359196 31.48434035147311, -88.61882074469648 31.48434035147311, -88.61882074469648 30.59690119954431, -89.65459623359196 30.59690119954431))","[-9980304, 3580509, -57489, -9865002, 3695811, 57813]"
MS_MSDeltaYazoo-Phase1_2009,2009,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_MSDeltaYazoo-Phase1_2009/ept.json,"POLYGON ((-92.15691633957678 32.30136650871106, -92.15691633957678 35.08018271069233, -88.81654892188402 35.08018271069233, -88.81654892188402 32.30136650871106, -92.15691633957678 32.30136650871106))","[-10258861, 3802935, -136135, -9887013, 4174783, 235713]"
MS_MississippiDelta_A1_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_MississippiDelta_A1_2018/ept.json,"POLYGON ((-90.13859054236988 33.66646598026789, -90.13859054236988 35.0053484440289, -88.51709552192277 35.0053484440289, -88.51709552192277 33.66646598026789, -90.13859054236988 33.66646598026789))","[-10034182, 3984104, -89611, -9853678, 4164608, 90893]"
MS_MississippiDelta_A2_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_MississippiDelta_A2_2018/ept.json,"POLYGON ((-91.58436611009036 33.02158980756976, -91.58436611009036 35.00527486312575, -89.1910026649164 35.00527486312575, -89.1910026649164 33.02158980756976, -91.58436611009036 33.02158980756976))","[-10195125, 3898170, -132329, -9928697, 4164598, 134099]"
MS_NRCS-Lauderdale_2013,2013,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_NRCS-Lauderdale_2013/ept.json,"POLYGON ((-89.6621510651314 31.82570208343015, -89.6621510651314 33.19891902972921, -88.03364918546818 33.19891902972921, -88.03364918546818 31.82570208343015, -89.6621510651314 31.82570208343015))","[-9981145, 3740453, -90309, -9799861, 3921737, 90975]"
MS_NRCS_East_1_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_NRCS_East_1_2018/ept.json,"POLYGON ((-90.47100313010547 32.43483650298023, -90.47100313010547 32.84028797222287, -89.98952410412308 32.84028797222287, -89.98952410412308 32.43483650298023, -90.47100313010547 32.43483650298023))","[-10071186, 3820526, -26769, -10017588, 3874124, 26829]"
MS_Tupelo_2012,2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MS_Tupelo_2012/ept.json,"POLYGON ((-89.87802521105817 32.68358437055505, -89.87802521105817 34.59687409718774, -87.57966759033269 34.59687409718774, -87.57966759033269 32.68358437055505, -89.87802521105817 32.68358437055505))","[-10005176, 3853380, -127650, -9749324, 4109232, 128202]"
MT_Helena_2012,2012,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MT_Helena_2012/ept.json,"POLYGON ((-112.2879282947214 46.47399282020812, -112.2879282947214 46.80139673199371, -111.8110845756051 46.80139673199371, -111.8110845756051 46.47399282020812, -112.2879282947214 46.47399282020812))","[-12499835, 5856635, -25007, -12446753, 5909717, 28075]"
MT_NRCS_B1_QL1_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MT_NRCS_B1_QL1_2018/ept.json,"POLYGON ((-113.3008057270247 48.3856813282112, -113.3008057270247 48.67866253134892, -112.8583674832901 48.67866253134892, -112.8583674832901 48.3856813282112, -113.3008057270247 48.3856813282112))","[-12612588, 6171260, -22561, -12563336, 6220512, 26691]"
MT_NRCS_B1_QL2_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MT_NRCS_B1_QL2_2018/ept.json,"POLYGON ((-114.3867880571496 44.36340334056219, -114.3867880571496 49.84131144765985, -106.3290257227373 49.84131144765985, -106.3290257227373 44.36340334056219, -114.3867880571496 44.36340334056219))","[-12733479, 5521853, -446744, -11836493, 6418839, 450242]"
MT_NRCS_B2_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MT_NRCS_B2_2018/ept.json,"POLYGON ((-106.801773124158 44.70949642757622, -106.801773124158 46.64861796487917, -104.0259429636173 46.64861796487917, -104.0259429636173 44.70949642757622, -106.801773124158 44.70949642757622))","[-11889119, 5575903, -152516, -11580115, 5884907, 156488]"
MT_SageGrouse_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/MT_SageGrouse_2010/ept.json,"POLYGON ((-109.2815095839001 46.26070338323971, -109.2815095839001 46.66816894564666, -108.6899510030017 46.66816894564666, -108.6899510030017 46.26070338323971, -109.2815095839001 46.26070338323971))","[-12165162, 5822226, -31791, -12099310, 5888078, 34061]"
NC_BladenCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_BladenCo_2014/ept.json,"POLYGON ((-78.90007344994714 34.32096025963699, -78.90007344994714 34.9077441545264, -78.18708060894149 34.9077441545264, -78.18708060894149 34.32096025963699, -78.90007344994714 34.32096025963699))","[-8783116, 4071981, -39319, -8703746, 4151351, 40051]"
NC_BrunswickCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_BrunswickCo_2014/ept.json,"POLYGON ((-78.65398896101544 33.79516693701725, -78.65398896101544 34.39759436061753, -77.9264973113241 34.39759436061753, -77.9264973113241 33.79516693701725, -78.65398896101544 33.79516693701725))","[-8755722, 4001331, -40154, -8674738, 4082315, 40830]"
NC_ColumbusCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_ColumbusCo_2014/ept.json,"POLYGON ((-79.08278179558421 33.82594076040747, -79.08278179558421 34.57942091821786, -78.17172840073589 34.57942091821786, -78.17172840073589 33.82594076040747, -79.08278179558421 33.82594076040747))","[-8803455, 4005454, -50345, -8702037, 4106872, 51073]"
NC_DuplinCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_DuplinCo_2014/ept.json,"POLYGON ((-78.21818926723054 34.70842850830389, -78.21818926723054 35.18965160334785, -77.63108633014139 35.18965160334785, -77.63108633014139 34.70842850830389, -78.21818926723054 34.70842850830389))","[-8707209, 4124328, -32291, -8641853, 4189684, 33065]"
NC_EdgecombeCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_EdgecombeCo_2014/ept.json,"POLYGON ((-77.87897643279418 35.66588850452268, -77.87897643279418 36.14717233184668, -77.28477680496047 36.14717233184668, -77.28477680496047 35.66588850452268, -77.87897643279418 35.66588850452268))","[-8669448, 4254745, -32997, -8603302, 4320891, 33149]"
NC_FranklinCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_FranklinCo_2014/ept.json,"POLYGON ((-78.56079773344088 35.8221936983997, -78.56079773344088 36.26212086868264, -78.01672409846105 36.26212086868264, -78.01672409846105 35.8221936983997, -78.56079773344088 35.8221936983997))","[-8745348, 4276183, -30215, -8684782, 4336749, 30351]"
NC_GreeneCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_GreeneCo_2014/ept.json,"POLYGON ((-77.83452779253592 35.34977244710946, -77.83452779253592 35.65272878352709, -77.46239170293659 35.65272878352709, -77.46239170293659 35.34977244710946, -77.83452779253592 35.34977244710946))","[-8664500, 4211516, -20407, -8623074, 4252942, 21019]"
NC_HalifaxCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_HalifaxCo_2014/ept.json,"POLYGON ((-78.00032984452588 35.94214114082462, -78.00032984452588 36.56958430090455, -77.22222711172722 36.56958430090455, -77.22222711172722 35.94214114082462, -78.00032984452588 35.94214114082462))","[-8682957, 4292663, -43269, -8596339, 4379281, 43349]"
NC_HurricaneFlorence_1_2020,2020,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_HurricaneFlorence_1_2020/ept.json,"POLYGON ((-79.49881855311848 33.75557686289862, -79.49881855311848 35.03116389654445, -77.95292574698288 35.03116389654445, -77.95292574698288 33.75557686289862, -79.49881855311848 33.75557686289862))","[-8849768, 3996029, -85439, -8677680, 4168117, 86649]"
NC_HurricaneFlorence_3_2020,2020,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_HurricaneFlorence_3_2020/ept.json,"POLYGON ((-77.91859213682385 34.88436579697149, -77.91859213682385 35.58878973529388, -77.05613759884638 35.58878973529388, -77.05613759884638 34.88436579697149, -77.91859213682385 34.88436579697149))","[-8673858, 4148178, -47633, -8577850, 4244186, 48375]"
NC_JohnstonCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_JohnstonCo_2014/ept.json,"POLYGON ((-78.74046977341763 35.25962971791654, -78.74046977341763 35.82231752416544, -78.04894666770241 35.82231752416544, -78.04894666770241 35.25962971791654, -78.74046977341763 35.25962971791654))","[-8765349, 4199220, -38138, -8688369, 4276200, 38842]"
NC_LenoirCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_LenoirCo_2014/ept.json,"POLYGON ((-77.86032740749584 35.00688626975887, -77.86032740749584 35.4304241212933, -77.34189169072478 35.4304241212933, -77.34189169072478 35.00688626975887, -77.86032740749584 35.00688626975887))","[-8667372, 4164817, -28457, -8609660, 4222529, 29255]"
NC_NashCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_NashCo_2014/ept.json,"POLYGON ((-78.27342667405105 35.72560912939984, -78.27342667405105 36.20510986609112, -77.68098774417423 36.20510986609112, -77.68098774417423 35.72560912939984, -78.27342667405105 35.72560912939984))","[-8713358, 4262931, -32758, -8647408, 4328881, 33192]"
NC_NewHanoverCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_NewHanoverCo_2014/ept.json,"POLYGON ((-78.17250993503306 33.88254073442904, -78.17250993503306 34.39007791668521, -77.55931992209307 34.39007791668521, -77.55931992209307 33.88254073442904, -78.17250993503306 33.88254073442904))","[-8702124, 4013041, -33740, -8633864, 4081301, 34520]"
NC_PenderCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_PenderCo_2014/ept.json,"POLYGON ((-78.26968069931627 34.19245204184867, -78.26968069931627 34.82076926735979, -77.5072086524613 34.82076926735979, -77.5072086524613 34.19245204184867, -78.26968069931627 34.19245204184867))","[-8712941, 4054673, -42043, -8628063, 4139551, 42835]"
NC_RobesonCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_RobesonCo_2014/ept.json,"POLYGON ((-79.53372708505937 34.29946433204235, -79.53372708505937 34.95899408976599, -78.73219628965089 34.95899408976599, -78.73219628965089 34.29946433204235, -79.53372708505937 34.29946433204235))","[-8853654, 4069084, -44215, -8764428, 4158310, 45011]"
NC_SampsonCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_SampsonCo_2014/ept.json,"POLYGON ((-78.85395394326045 34.57184687309949, -78.85395394326045 35.31546025901979, -77.9467812704395 35.31546025901979, -77.9467812704395 34.57184687309949, -78.85395394326045 34.57184687309949))","[-8777982, 4105848, -50128, -8676996, 4206834, 50858]"
NC_VanceCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_VanceCo_2014/ept.json,"POLYGON ((-78.62839595857088 36.18013454343588, -78.62839595857088 36.55124963790907, -78.1675242852062 36.55124963790907, -78.1675242852062 36.18013454343588, -78.62839595857088 36.18013454343588))","[-8752873, 4325436, -25543, -8701569, 4376740, 25761]"
NC_WarrenCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_WarrenCo_2014/ept.json,"POLYGON ((-78.32136077761166 36.20495764587595, -78.32136077761166 36.55049913005557, -77.89218166747072 36.55049913005557, -77.89218166747072 36.20495764587595, -78.32136077761166 36.20495764587595))","[-8718694, 4328860, -23824, -8670918, 4376636, 23952]"
NC_WayneCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_WayneCo_2014/ept.json,"POLYGON ((-78.32304961034581 35.15969287465496, -78.32304961034581 35.60103236693272, -77.78174278644106 35.60103236693272, -77.78174278644106 35.15969287465496, -78.32304961034581 35.15969287465496))","[-8718882, 4185604, -29827, -8658624, 4245862, 30431]"
NC_WilsonCo_2014,2014,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NC_WilsonCo_2014/ept.json,"POLYGON ((-78.19139252230525 35.51054905223376, -78.19139252230525 35.93414059907894, -77.66963303898295 35.93414059907894, -77.66963303898295 35.51054905223376, -78.19139252230525 35.51054905223376))","[-8704226, 4233481, -28976, -8646144, 4291563, 29106]"
NE_CumingCo_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_CumingCo_2010/ept.json,"POLYGON ((-97.4812579780117 41.26728879202462, -97.4812579780117 42.21271786641111, -96.21418426976111 42.21271786641111, -96.21418426976111 41.26728879202462, -97.4812579780117 41.26728879202462))","[-10851564, 5051847, -70156, -10710514, 5192897, 70894]"
NE_NIROC-PapioCo_2010,2010,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_NIROC-PapioCo_2010/ept.json,"POLYGON ((-96.31513694139046 41.39250104075781, -96.31513694139046 41.60572690206097, -96.03044286154731 41.60572690206097, -96.03044286154731 41.39250104075781, -96.31513694139046 41.39250104075781))","[-10721752, 5070409, -15104, -10690060, 5102101, 16588]"
NE_Northeast_1_2020,2020,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_Northeast_1_2020/ept.json,"POLYGON ((-97.37310081780372 41.66860754149812, -97.37310081780372 42.81507762856586, -95.82440526798166 42.81507762856586, -95.82440526798166 41.66860754149812, -97.37310081780372 41.66860754149812))","[-10839524, 5111467, -85669, -10667124, 5283867, 86731]"
NE_Northeast_2_2020,2020,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_Northeast_2_2020/ept.json,"POLYGON ((-99.7511210379249 41.25983404331047, -99.7511210379249 42.94764977217053, -97.47601181675245 42.94764977217053, -97.47601181675245 41.25983404331047, -99.7511210379249 41.25983404331047))","[-11104244, 5050743, -126039, -10850980, 5304007, 127225]"
NE_Northeast_3_2020,2020,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_Northeast_3_2020/ept.json,"POLYGON ((-98.10043975389677 41.73488593520543, -98.10043975389677 42.89120649779207, -96.53667047360719 42.89120649779207, -96.53667047360719 41.73488593520543, -98.10043975389677 41.73488593520543))","[-10920491, 5121349, -86457, -10746413, 5295427, 87621]"
NE_PostSpringFlood_OrthoLidar_B1_2019,2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_PostSpringFlood_OrthoLidar_B1_2019/ept.json,"POLYGON ((-99.86753371559395 42.09265610520951, -99.86753371559395 43.46219272949277, -98.00155320742088 43.46219272949277, -98.00155320742088 42.09265610520951, -99.86753371559395 42.09265610520951))","[-11117203, 5174869, -103289, -10909483, 5382589, 104431]"
NE_Rainwater-1_2009,2009,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_Rainwater-1_2009/ept.json,"POLYGON ((-101.6376011008816 39.56077440504642, -101.6376011008816 42.28115775545501, -98.03652462143167 42.28115775545501, -98.03652462143167 39.56077440504642, -101.6376011008816 39.56077440504642))","[-11314246, 4802319, -199511, -10913376, 5203189, 201359]"
NE_Rainwater-2_2009,2009,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_Rainwater-2_2009/ept.json,"POLYGON ((-105.5384274243365 35.37498063828942, -105.5384274243365 45.51629434506611, -92.16957360193003 45.51629434506611, -92.16957360193003 35.37498063828942, -105.5384274243365 35.37498063828942))","[-11748484, 4214957, -434, -10260270, 5703171, 1487780]"
NE_SouthernNE_B1_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B1_2018/ept.json,"POLYGON ((-98.28537592143844 39.55929232006312, -98.28537592143844 40.95096024589069, -96.46174199575879 40.95096024589069, -96.46174199575879 39.55929232006312, -98.28537592143844 39.55929232006312))","[-10941078, 4802105, -100617, -10738072, 5005111, 102389]"
NE_SouthernNE_B2_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B2_2018/ept.json,"POLYGON ((-99.63599295111214 39.6611983324561, -99.63599295111214 41.04299847947558, -97.82268965119985 41.04299847947558, -97.82268965119985 39.6611983324561, -99.63599295111214 39.6611983324561))","[-11091428, 4816830, -100261, -10889572, 5018686, 101595]"
NE_SouthernNE_B3_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B3_2018/ept.json,"POLYGON ((-100.2258806655821 40.12864315654927, -100.2258806655821 41.27449288988986, -98.71437536852257 41.27449288988986, -98.71437536852257 40.12864315654927, -100.2258806655821 40.12864315654927))","[-11157094, 4884654, -83902, -10988834, 5052914, 84358]"
NE_SouthernNE_B4A_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B4A_2018/ept.json,"POLYGON ((-98.75008340106632 40.52505648091218, -98.75008340106632 41.56838980131265, -97.36662396460521 41.56838980131265, -97.36662396460521 40.52505648091218, -98.75008340106632 40.52505648091218))","[-10992809, 4942538, -77040, -10838803, 5096544, 76966]"
NE_SouthernNE_B4B_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B4B_2018/ept.json,"POLYGON ((-96.81798688798204 40.78223334188811, -96.81798688798204 41.68471728718686, -95.61789156731543 41.68471728718686, -95.61789156731543 40.78223334188811, -96.81798688798204 40.78223334188811))","[-10777729, 4980274, -66437, -10644135, 5113868, 67157]"
NE_SouthernNE_B5_2018,2018,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NE_SouthernNE_B5_2018/ept.json,"POLYGON ((-96.41741013648748 40.7826414619601, -96.41741013648748 41.54655671488739, -95.40265522524038 41.54655671488739, -95.40265522524038 40.7826414619601, -96.41741013648748 40.7826414619601))","[-10733137, 4980334, -56156, -10620175, 5093296, 56806]"
NH_Coastal_2_2019,2019,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NH_Coastal_2_2019/ept.json,"POLYGON ((-71.93017092460356 42.65028999174049, -71.93017092460356 43.56255990241059, -70.68059639808762 43.56255990241059, -70.68059639808762 42.65028999174049, -71.93017092460356 42.65028999174049))","[-8007230, 5258893, -71191, -7868128, 5397995, 67911]"
NJ_CapeMayCo_2008,2008,https://s3-us-west-2.amazonaws.com/usgs-lidar-public/NJ_CapeMayCo_2008/ept.json,"POLYGON ((-75.02084262592244 38.91590616048903, -75.02084262592244 39.32712962740197, -74.49078270937488 39.32712962740197, -74.49078270937488 38.91590616048903, -75.02084262592244 38.91590616048903))","[-8351282, 4709633, -29417, -8292276, 4768639, 29589]"
